Wavelength_nm	Reactant_normalized	PSS_normalized_to_reactant	Reactant_reconstructed_M-1_cm-1	Reactant_lower_M-1_cm-1	Reactant_upper_M-1_cm-1	PSS_reconstructed_M-1_cm-1	Product_epsilon_M-1_cm-1	Product_epsilon_raw_M-1_cm-1	Product_lower_nonnegative_M-1_cm-1	Product_upper_nonnegative_M-1_cm-1	Product_error_lower_M-1_cm-1	Product_error_upper_M-1_cm-1
3.19443970e+02	8.80285118e-02	6.11554440e-02	1.32271660e+03	1.30633598e+03	1.33909722e+03	9.18921828e+02	7.98307806e+02	7.98307806e+02	7.81606839e+02	8.15000558e+02	1.67009663e+01	1.66927523e+01
3.20041168e+02	8.86011559e-02	5.98895277e-02	1.33132115e+03	1.31483397e+03	1.34780833e+03	8.99900168e+02	7.71034160e+02	7.71034160e+02	7.54204717e+02	7.87854827e+02	1.68294428e+01	1.68206667e+01
3.20638367e+02	8.92745792e-02	5.87072474e-02	1.34144001e+03	1.32482752e+03	1.35805250e+03	8.82135221e+02	7.44940283e+02	7.44940283e+02	7.27963407e+02	7.61907817e+02	1.69768769e+01	1.69675336e+01
3.21235535e+02	9.00042734e-02	5.75966157e-02	1.35240440e+03	1.33565612e+03	1.36915267e+03	8.65446867e+02	7.19992019e+02	7.19992019e+02	7.02857421e+02	7.37116712e+02	1.71345987e+01	1.71246930e+01
3.21832672e+02	9.09441816e-02	5.67548098e-02	1.36652746e+03	1.34960429e+03	1.38345064e+03	8.52797890e+02	6.99346200e+02	6.99346200e+02	6.82015461e+02	7.16666489e+02	1.73307391e+01	1.73202888e+01
3.22429749e+02	9.18192842e-02	5.60703249e-02	1.37967675e+03	1.36259074e+03	1.39676277e+03	8.42512819e+02	6.82061254e+02	6.82061254e+02	6.64549081e+02	6.99562499e+02	1.75121724e+01	1.75012453e+01
3.23026855e+02	9.27066875e-02	5.54642326e-02	1.39301088e+03	1.37575973e+03	1.41026203e+03	8.33405674e+02	6.66250873e+02	6.66250873e+02	6.48555766e+02	6.83934596e+02	1.76951068e+01	1.76837232e+01
3.23623901e+02	9.37529745e-02	5.50160077e-02	1.40873239e+03	1.39128654e+03	1.42617823e+03	8.26670647e+02	6.52808048e+02	6.52808048e+02	6.34900429e+02	6.70703826e+02	1.79076188e+01	1.78957785e+01
3.24220917e+02	9.47817873e-02	5.47099015e-02	1.42419133e+03	1.40655404e+03	1.44182862e+03	8.22071094e+02	6.42216997e+02	6.42216997e+02	6.24102020e+02	6.60319725e+02	1.81149768e+01	1.81027284e+01
3.24817902e+02	9.58249784e-02	5.44665835e-02	1.43986632e+03	1.42203492e+03	1.45769773e+03	8.18414996e+02	6.32786677e+02	6.32786677e+02	6.14462244e+02	6.51098469e+02	1.83244332e+01	1.83117915e+01
3.25414886e+02	9.70539463e-02	5.43573820e-02	1.45833280e+03	1.44027270e+03	1.47639290e+03	8.16774134e+02	6.25139728e+02	6.25139728e+02	6.06570653e+02	6.43695753e+02	1.85690753e+01	1.85560247e+01
3.26011810e+02	9.83386653e-02	5.43433383e-02	1.47763699e+03	1.45933783e+03	1.49593615e+03	8.16563114e+02	6.19099489e+02	6.19099489e+02	6.00275867e+02	6.37909664e+02	1.88236221e+01	1.88101744e+01
3.26608734e+02	9.97541862e-02	5.45174680e-02	1.49890661e+03	1.48034404e+03	1.51746918e+03	8.19179588e+02	6.16144244e+02	6.16144244e+02	5.97042419e+02	6.35232242e+02	1.91018249e+01	1.90879978e+01
3.27205627e+02	1.01142789e-01	5.47127220e-02	1.51977176e+03	1.50095079e+03	1.53859272e+03	8.22113475e+02	6.13722040e+02	6.13722040e+02	5.94347594e+02	6.33082294e+02	1.93744460e+01	1.93602542e+01
3.27802460e+02	1.02653605e-01	5.49870465e-02	1.54247328e+03	1.52337118e+03	1.56157538e+03	8.26235475e+02	6.12294313e+02	6.12294313e+02	5.92623990e+02	6.31950067e+02	1.96703233e+01	1.96557535e+01
3.28399292e+02	1.04305579e-01	5.53565447e-02	1.56729585e+03	1.54788634e+03	1.58670535e+03	8.31787555e+02	6.12090273e+02	6.12090273e+02	5.92097257e+02	6.32068327e+02	1.99930159e+01	1.99780541e+01
3.28996094e+02	1.06071049e-01	5.59140899e-02	1.59382380e+03	1.57408576e+03	1.61356183e+03	8.40165231e+02	6.15046439e+02	6.15046439e+02	5.94710500e+02	6.35367047e+02	2.03359393e+01	2.03206083e+01
3.29592865e+02	1.07982621e-01	5.65838802e-02	1.62254709e+03	1.60245334e+03	1.64264083e+03	8.50229501e+02	6.19537235e+02	6.19537235e+02	5.98830782e+02	6.40227979e+02	2.07064536e+01	2.06907430e+01
3.30189606e+02	1.10121006e-01	5.73862717e-02	1.65467847e+03	1.63418681e+03	1.67517013e+03	8.62286238e+02	6.25597650e+02	6.25597650e+02	6.04477353e+02	6.46701828e+02	2.11202970e+01	2.11041781e+01
3.30786316e+02	1.12331981e-01	5.82927234e-02	1.68790059e+03	1.66699750e+03	1.70880367e+03	8.75906583e+02	6.33362920e+02	6.33362920e+02	6.11815647e+02	6.54893675e+02	2.15472731e+01	2.15307554e+01
3.31383026e+02	1.14604613e-01	5.92872721e-02	1.72204916e+03	1.70072318e+03	1.74337514e+03	8.90850673e+02	6.42570606e+02	6.42570606e+02	6.20585199e+02	6.64539105e+02	2.19854072e+01	2.19684989e+01
3.31979675e+02	1.17071242e-01	6.03810444e-02	1.75911272e+03	1.73732774e+03	1.78089770e+03	9.07285699e+02	6.52843861e+02	6.52843861e+02	6.30383090e+02	6.75287303e+02	2.24607706e+01	2.24434426e+01
3.32576294e+02	1.19823297e-01	6.16683401e-02	1.80046510e+03	1.77816801e+03	1.82276219e+03	9.26628607e+02	6.65612511e+02	6.65612511e+02	6.42622168e+02	6.88585077e+02	2.29903425e+01	2.29725669e+01
3.33172913e+02	1.22822829e-01	6.30907513e-02	1.84553608e+03	1.82268083e+03	1.86839134e+03	9.48001761e+02	6.79907093e+02	6.79907093e+02	6.56339788e+02	7.03456141e+02	2.35673053e+01	2.35490476e+01
3.33769470e+02	1.26076424e-01	6.46579147e-02	1.89442461e+03	1.87096392e+03	1.91788530e+03	9.71549960e+02	6.95886105e+02	6.95886105e+02	6.71693257e+02	7.20060179e+02	2.41928479e+01	2.41740747e+01
3.34366028e+02	1.29661948e-01	6.64777836e-02	1.94830071e+03	1.92417281e+03	1.97242860e+03	9.98895314e+02	7.15306691e+02	7.15306691e+02	6.90425589e+02	7.40168479e+02	2.48811014e+01	2.48617885e+01
3.34962555e+02	1.33483666e-01	6.84618624e-02	2.00572585e+03	1.98088679e+03	2.03056490e+03	1.02870809e+03	7.36871613e+02	7.36871613e+02	7.11257449e+02	7.62465903e+02	2.56141646e+01	2.55942900e+01
3.35559052e+02	1.37559002e-01	7.05413546e-02	2.06696185e+03	2.04136444e+03	2.09255926e+03	1.05995454e+03	7.59160150e+02	7.59160150e+02	7.32763842e+02	7.85535973e+02	2.63963077e+01	2.63758231e+01
3.36155518e+02	1.41903762e-01	7.26544673e-02	2.13224622e+03	2.10584033e+03	2.15865211e+03	1.09170618e+03	7.80895515e+02	7.80895515e+02	7.53664118e+02	8.08105745e+02	2.72313970e+01	2.72102303e+01
3.36751953e+02	1.46496362e-01	7.49660634e-02	2.20125463e+03	2.17399414e+03	2.22851513e+03	1.12644022e+03	8.05391764e+02	8.05391764e+02	7.77278570e+02	8.33483094e+02	2.81131936e+01	2.80913296e+01
3.37348358e+02	1.51271297e-01	7.74481296e-02	2.27300282e+03	2.24485379e+03	2.30115185e+03	1.16373576e+03	8.32396243e+02	8.32396243e+02	8.03367182e+02	8.61402739e+02	2.90290611e+01	2.90064963e+01
3.37944733e+02	1.56240353e-01	7.98983385e-02	2.34766787e+03	2.31859418e+03	2.37674156e+03	1.20055260e+03	8.57907780e+02	8.57907780e+02	8.27924035e+02	8.87868190e+02	2.99837451e+01	2.99604103e+01
3.38541077e+02	1.61434897e-01	8.24136857e-02	2.42572110e+03	2.39568080e+03	2.45576141e+03	1.23834821e+03	8.83678388e+02	8.83678388e+02	8.52696088e+02	9.14636535e+02	3.09823001e+01	3.09581464e+01
3.39137390e+02	1.66884773e-01	8.52144024e-02	2.50761094e+03	2.47655651e+03	2.53866538e+03	1.28043179e+03	9.13871779e+02	9.13871779e+02	8.81843769e+02	9.45874825e+02	3.20280099e+01	3.20030465e+01
3.39733704e+02	1.72520707e-01	8.81096951e-02	2.59229650e+03	2.56019331e+03	2.62439969e+03	1.32393646e+03	9.45075672e+02	9.45075672e+02	9.11966240e+02	9.78159304e+02	3.31094325e+01	3.30836313e+01
3.40329956e+02	1.78414215e-01	9.10765524e-02	2.68085237e+03	2.64765250e+03	2.71405224e+03	1.36851647e+03	9.76520026e+02	9.76520026e+02	9.42279023e+02	1.01073433e+03	3.42410028e+01	3.42143071e+01
3.40926178e+02	1.84555947e-01	9.40606267e-02	2.77313804e+03	2.73879530e+03	2.80748078e+03	1.41335517e+03	1.00718626e+03	1.00718626e+03	9.71764747e+02	1.04258012e+03	3.54215169e+01	3.53938560e+01
3.41522400e+02	1.90908324e-01	9.72533583e-02	2.86858887e+03	2.83306406e+03	2.90411368e+03	1.46132916e+03	1.04097886e+03	1.04097886e+03	1.00433761e+03	1.07759149e+03	3.66412523e+01	3.66126257e+01
3.42118591e+02	1.97492630e-01	1.00574976e-01	2.96752467e+03	2.93077463e+03	3.00427472e+03	1.51123979e+03	1.07624561e+03	1.07624561e+03	1.03834023e+03	1.11412136e+03	3.79053743e+01	3.78757504e+01
3.42714722e+02	2.04337614e-01	1.03934035e-01	3.07037741e+03	3.03235363e+03	3.10840119e+03	1.56171302e+03	1.11107301e+03	1.11107301e+03	1.07185234e+03	1.15026298e+03	3.92206650e+01	3.91899756e+01
3.43310852e+02	2.11485927e-01	1.07433902e-01	3.17778799e+03	3.13843403e+03	3.21714194e+03	1.61430204e+03	1.14728676e+03	1.14728676e+03	1.10669242e+03	1.18784929e+03	4.05943376e+01	4.05625330e+01
3.43906952e+02	2.18959452e-01	1.11207139e-01	3.29008518e+03	3.24934052e+03	3.33082983e+03	1.67099870e+03	1.18737547e+03	1.18737547e+03	1.14534632e+03	1.22937168e+03	4.20291445e+01	4.19962088e+01
3.44503021e+02	2.26741818e-01	1.15135133e-01	3.40702303e+03	3.36483021e+03	3.44921586e+03	1.73002074e+03	1.22909798e+03	1.22909798e+03	1.18557472e+03	1.27258712e+03	4.35232585e+01	4.34891447e+01
3.45099060e+02	2.34766969e-01	1.19148365e-01	3.52760897e+03	3.48392280e+03	3.57129514e+03	1.79032358e+03	1.27139418e+03	1.27139418e+03	1.22632975e+03	1.31642327e+03	4.50644286e+01	4.50290886e+01
3.45695068e+02	2.43008191e-01	1.23164815e-01	3.65144159e+03	3.60622187e+03	3.69666131e+03	1.85067476e+03	1.31278337e+03	1.31278337e+03	1.26613503e+03	1.35939509e+03	4.66483433e+01	4.66117119e+01
3.46291046e+02	2.51409551e-01	1.27237039e-01	3.77768043e+03	3.73089736e+03	3.82446350e+03	1.91186401e+03	1.35454223e+03	1.35454223e+03	1.30627893e+03	1.40276757e+03	4.82633009e+01	4.82253463e+01
3.46886993e+02	2.59993970e-01	1.31363888e-01	3.90666993e+03	3.85828944e+03	3.95505041e+03	1.97387405e+03	1.39654541e+03	1.39654541e+03	1.34663156e+03	1.44641995e+03	4.99138539e+01	4.98745368e+01
3.47482910e+02	2.68768282e-01	1.35560475e-01	4.03851276e+03	3.98849953e+03	4.08852600e+03	2.03693198e+03	1.43905720e+03	1.43905720e+03	1.38745603e+03	1.49061766e+03	5.16011751e+01	5.15604588e+01
3.48078827e+02	2.77785606e-01	1.39863217e-01	4.17400710e+03	4.12231589e+03	4.22569831e+03	2.10158499e+03	1.48254982e+03	1.48254982e+03	1.42921447e+03	1.53584301e+03	5.33353483e+01	5.32931908e+01
3.48674683e+02	2.87056282e-01	1.44262756e-01	4.31330829e+03	4.25989197e+03	4.36672462e+03	2.16769247e+03	1.52679424e+03	1.52679424e+03	1.47167570e+03	1.58186912e+03	5.51185321e+01	5.50748858e+01
3.49270508e+02	2.96570425e-01	1.48759545e-01	4.45626782e+03	4.40108108e+03	4.51145457e+03	2.23526124e+03	1.57184369e+03	1.57184369e+03	1.51489492e+03	1.62874727e+03	5.69487640e+01	5.69035841e+01
3.49866333e+02	3.06347968e-01	1.53356006e-01	4.60318520e+03	4.54617902e+03	4.66019138e+03	2.30432766e+03	1.61765593e+03	1.61765593e+03	1.55882597e+03	1.67643913e+03	5.88299620e+01	5.87831984e+01
3.50462097e+02	3.16207488e-01	1.58021179e-01	4.75133437e+03	4.69249349e+03	4.81017524e+03	2.37442656e+03	1.66444111e+03	1.66444111e+03	1.60371454e+03	1.72511933e+03	6.07265726e+01	6.06782213e+01
3.51057861e+02	3.25979075e-01	1.62608126e-01	4.89816225e+03	4.83750305e+03	4.95882145e+03	2.44335004e+03	1.71009445e+03	1.71009445e+03	1.64748774e+03	1.77265121e+03	6.26067047e+01	6.25567687e+01
3.51653595e+02	3.36035750e-01	1.67383581e-01	5.04927387e+03	4.98674330e+03	5.11180445e+03	2.51510603e+03	1.75814680e+03	1.75814680e+03	1.69360577e+03	1.82263629e+03	6.45410383e+01	6.44894879e+01
3.52249268e+02	3.46290827e-01	1.72247939e-01	5.20336668e+03	5.13892781e+03	5.26780555e+03	2.58819790e+03	1.80704358e+03	1.80704358e+03	1.74052999e+03	1.87350398e+03	6.65135962e+01	6.64603982e+01
3.52844940e+02	3.56630335e-01	1.77278558e-01	5.35872815e+03	5.29236527e+03	5.42509103e+03	2.66378799e+03	1.85880586e+03	1.85880586e+03	1.79030497e+03	1.92725193e+03	6.85008900e+01	6.84460693e+01
3.53440582e+02	3.67167290e-01	1.82375015e-01	5.51705646e+03	5.44873283e+03	5.58538009e+03	2.74036735e+03	1.91096670e+03	1.91096670e+03	1.84044021e+03	1.98143671e+03	7.05264943e+01	7.04700106e+01
3.54036194e+02	3.78035183e-01	1.87557692e-01	5.68035744e+03	5.61001148e+03	5.75070340e+03	2.81824227e+03	1.96332476e+03	1.96332476e+03	1.89070816e+03	2.03588313e+03	7.26165976e+01	7.25583761e+01
3.54631775e+02	3.89238851e-01	1.93036589e-01	5.84870378e+03	5.77627301e+03	5.92113456e+03	2.90056818e+03	2.01995625e+03	2.01995625e+03	1.94518660e+03	2.09466593e+03	7.47696546e+01	7.47096833e+01
3.55227325e+02	4.00287864e-01	1.98425103e-01	6.01472627e+03	5.94023946e+03	6.08921308e+03	2.98153602e+03	2.07551815e+03	2.07551815e+03	1.99862498e+03	2.15234961e+03	7.68931667e+01	7.68314652e+01
3.55822845e+02	4.11081439e-01	2.03640315e-01	6.17691056e+03	6.10041525e+03	6.25340587e+03	3.05989979e+03	2.12884463e+03	2.12884463e+03	2.04987646e+03	2.20774939e+03	7.89681671e+01	7.89047606e+01
3.56418335e+02	4.21679594e-01	2.08807543e-01	6.33615845e+03	6.25769101e+03	6.41462590e+03	3.13754258e+03	2.18211186e+03	2.18211186e+03	2.10110681e+03	2.26305184e+03	8.10050454e+01	8.09399788e+01
3.57013794e+02	4.31738703e-01	2.13720914e-01	6.48730665e+03	6.40696738e+03	6.56764593e+03	3.21137090e+03	2.23284463e+03	2.23284463e+03	2.14990641e+03	2.31571621e+03	8.29382169e+01	8.28715775e+01
3.57609222e+02	4.42230680e-01	2.18868366e-01	6.64495911e+03	6.56266745e+03	6.72725077e+03	3.28871652e+03	2.28620251e+03	2.28620251e+03	2.20124820e+03	2.37108854e+03	8.49543072e+01	8.48860341e+01
3.58204651e+02	4.53097146e-01	2.24184726e-01	6.80823866e+03	6.72392493e+03	6.89255238e+03	3.36860016e+03	2.34117567e+03	2.34117567e+03	2.25413313e+03	2.42814823e+03	8.70425345e+01	8.69725650e+01
3.58800018e+02	4.64558245e-01	2.29682811e-01	6.98045315e+03	6.89400671e+03	7.06689959e+03	3.45121440e+03	2.39702620e+03	2.39702620e+03	2.30777986e+03	2.48620074e+03	8.92463350e+01	8.91745429e+01
3.59395386e+02	4.76471748e-01	2.35442482e-01	7.15946548e+03	7.07080213e+03	7.24812882e+03	3.53775922e+03	2.45595086e+03	2.45595086e+03	2.36441427e+03	2.54741378e+03	9.15365951e+01	9.14629219e+01
3.59990692e+02	4.88509737e-01	2.41130522e-01	7.34034833e+03	7.24944492e+03	7.43125174e+03	3.62322772e+03	2.51291897e+03	2.51291897e+03	2.41906661e+03	2.60669571e+03	9.38523578e+01	9.37767437e+01
3.60585968e+02	5.00700660e-01	2.46800510e-01	7.52352915e+03	7.43035722e+03	7.61670108e+03	3.70842498e+03	2.56884841e+03	2.56884841e+03	2.47264979e+03	2.66496941e+03	9.61986169e+01	9.61210097e+01
3.61181244e+02	5.12774946e-01	2.52386183e-01	7.70495740e+03	7.60953864e+03	7.80037615e+03	3.79235531e+03	2.62365599e+03	2.62365599e+03	2.52513320e+03	2.72209919e+03	9.85227868e+01	9.84431962e+01
3.61776489e+02	5.24566886e-01	2.57798966e-01	7.88214311e+03	7.78453008e+03	7.97975615e+03	3.87368779e+03	2.67635699e+03	2.67635699e+03	2.57556387e+03	2.77706856e+03	1.00793112e+02	1.00711572e+02
3.62371674e+02	5.36695486e-01	2.63426793e-01	8.06438749e+03	7.96451752e+03	8.16425745e+03	3.95825154e+03	2.73174340e+03	2.73174340e+03	2.62861586e+03	2.83478740e+03	1.03127534e+02	1.03044006e+02
3.62966858e+02	5.48545904e-01	2.69129811e-01	8.24245190e+03	8.14037677e+03	8.34452702e+03	4.04394509e+03	2.78984566e+03	2.78984566e+03	2.68443968e+03	2.89516623e+03	1.05405978e+02	1.05320572e+02
3.63562012e+02	5.60188288e-01	2.74715946e-01	8.41739037e+03	8.31314880e+03	8.52163195e+03	4.12788237e+03	2.84660076e+03	2.84660076e+03	2.73895613e+03	2.95415812e+03	1.07644624e+02	1.07557366e+02
3.64157135e+02	5.71712785e-01	2.80215901e-01	8.59055749e+03	8.48417140e+03	8.69694358e+03	4.21052471e+03	2.90220322e+03	2.90220322e+03	2.79234227e+03	3.01197508e+03	1.09860955e+02	1.09771856e+02
3.64752197e+02	5.83354999e-01	2.85724962e-01	8.76549343e+03	8.65694092e+03	8.87404594e+03	4.29330387e+03	2.95745504e+03	2.95745504e+03	2.84535455e+03	3.06946455e+03	1.12100487e+02	1.12009513e+02
3.65347260e+02	5.95178574e-01	2.91184652e-01	8.94315450e+03	8.83240182e+03	9.05390717e+03	4.37534118e+03	3.01092941e+03	3.01092941e+03	2.89655290e+03	3.12521301e+03	1.14376517e+02	1.14283598e+02
3.65942291e+02	6.07427137e-01	2.96763634e-01	9.12720143e+03	9.01416950e+03	9.24023336e+03	4.45917099e+03	3.06482423e+03	3.06482423e+03	2.94808896e+03	3.18146455e+03	1.16735274e+02	1.16640316e+02
3.66537292e+02	6.20149803e-01	3.02492349e-01	9.31837223e+03	9.20297282e+03	9.43377163e+03	4.54525067e+03	3.11951306e+03	3.11951306e+03	3.00032694e+03	3.23860209e+03	1.19186120e+02	1.19089025e+02
3.67132263e+02	6.32962999e-01	3.08306048e-01	9.51090334e+03	9.39311962e+03	9.62868706e+03	4.63260731e+03	3.17545395e+03	3.17545395e+03	3.05380007e+03	3.29700860e+03	1.21653879e+02	1.21554644e+02
3.67727203e+02	6.45617630e-01	3.14074932e-01	9.70105185e+03	9.58091332e+03	9.82119039e+03	4.71929058e+03	3.23123201e+03	3.23123201e+03	3.10714124e+03	3.35522145e+03	1.24090775e+02	1.23989436e+02
3.68322113e+02	6.58054353e-01	3.19656875e-01	9.88792608e+03	9.76547328e+03	1.00103789e+04	4.80316486e+03	3.28434008e+03	3.28434008e+03	3.15785333e+03	3.41072340e+03	1.26486753e+02	1.26383319e+02
3.68917023e+02	6.69885108e-01	3.25073000e-01	1.00656950e+04	9.94104073e+03	1.01903493e+04	4.88454758e+03	3.33693210e+03	3.33693210e+03	3.20816738e+03	3.46559143e+03	1.28764724e+02	1.28659329e+02
3.69511871e+02	6.81457918e-01	3.30397804e-01	1.02395881e+04	1.01127803e+04	1.03663959e+04	4.96455809e+03	3.38889978e+03	3.38889978e+03	3.25790707e+03	3.51978518e+03	1.30992710e+02	1.30885404e+02
3.70106689e+02	6.92478012e-01	3.35609782e-01	1.04051760e+04	1.02763176e+04	1.05340345e+04	5.04287328e+03	3.44114648e+03	3.44114648e+03	3.30803388e+03	3.57415000e+03	1.33112600e+02	1.33003520e+02
3.70701477e+02	7.03473631e-01	3.40856938e-01	1.05703962e+04	1.04394917e+04	1.07013008e+04	5.12171706e+03	3.49418951e+03	3.49418951e+03	3.35896229e+03	3.62930590e+03	1.35227225e+02	1.35116388e+02
3.71296265e+02	7.14572382e-01	3.46234339e-01	1.07371661e+04	1.06041962e+04	1.08701359e+04	5.20251790e+03	3.54931129e+03	3.54931129e+03	3.41195058e+03	3.68655943e+03	1.37360718e+02	1.37248132e+02
3.71890991e+02	7.26014166e-01	3.51580786e-01	1.09090904e+04	1.07739914e+04	1.10441893e+04	5.28285362e+03	3.60228939e+03	3.60228939e+03	3.46272689e+03	3.74173745e+03	1.39562502e+02	1.39448052e+02
3.72485687e+02	7.36792781e-01	3.56933310e-01	1.10710499e+04	1.09339452e+04	1.12081546e+04	5.36328066e+03	3.65836259e+03	3.65836259e+03	3.51672969e+03	3.79987939e+03	1.41632903e+02	1.41516795e+02
3.73080383e+02	7.47830485e-01	3.62330832e-01	1.12369024e+04	1.10977438e+04	1.13760610e+04	5.44438383e+03	3.71415100e+03	3.71415100e+03	3.57039693e+03	3.85778724e+03	1.43754069e+02	1.43636237e+02
3.73675018e+02	7.58092324e-01	3.67207849e-01	1.13910968e+04	1.12500287e+04	1.15321650e+04	5.51766590e+03	3.76326445e+03	3.76326445e+03	3.61753664e+03	3.90887279e+03	1.45727815e+02	1.45608337e+02
3.74269653e+02	7.67350706e-01	3.71623881e-01	1.15302133e+04	1.13874223e+04	1.16730043e+04	5.58402121e+03	3.80788591e+03	3.80788591e+03	3.66037754e+03	3.95527332e+03	1.47508368e+02	1.47387410e+02
3.74864227e+02	7.76694711e-01	3.75961201e-01	1.16706163e+04	1.15260866e+04	1.18151461e+04	5.64919378e+03	3.85058705e+03	3.85058705e+03	3.70128024e+03	3.99977137e+03	1.49306813e+02	1.49184324e+02
3.75458801e+02	7.85890506e-01	3.80283046e-01	1.18087924e+04	1.16625514e+04	1.19550333e+04	5.71413384e+03	3.89365141e+03	3.89365141e+03	3.74257532e+03	4.04460353e+03	1.51076096e+02	1.50952118e+02
3.76053314e+02	7.94791109e-01	3.84618701e-01	1.19425329e+04	1.17946357e+04	1.20904301e+04	5.77928140e+03	3.93831018e+03	3.93831018e+03	3.78552342e+03	4.09097158e+03	1.52786765e+02	1.52661392e+02
3.76647827e+02	8.03723801e-01	3.89060225e-01	1.20767555e+04	1.19271961e+04	1.22263149e+04	5.84601974e+03	3.98489088e+03	3.98489088e+03	3.83038835e+03	4.13926666e+03	1.54502527e+02	1.54375780e+02
3.77242310e+02	8.11958776e-01	3.93599733e-01	1.22004942e+04	1.20494024e+04	1.23515861e+04	5.91423040e+03	4.03651523e+03	4.03651523e+03	3.88043626e+03	4.19246632e+03	1.56078969e+02	1.55951093e+02
3.77836761e+02	8.20914455e-01	3.98210300e-01	1.23350623e+04	1.21823040e+04	1.24878206e+04	5.98350880e+03	4.08629152e+03	4.08629152e+03	3.92849426e+03	4.24395958e+03	1.57797267e+02	1.57668063e+02
3.78431152e+02	8.29481781e-01	4.02383209e-01	1.24637950e+04	1.23094424e+04	1.26181475e+04	6.04621093e+03	4.12927025e+03	4.12927025e+03	3.96982636e+03	4.28858359e+03	1.59443886e+02	1.59313339e+02
3.79025543e+02	8.37533374e-01	4.06329895e-01	1.25847782e+04	1.24289274e+04	1.27406290e+04	6.10551385e+03	4.17014917e+03	4.17014917e+03	4.00915809e+03	4.33100845e+03	1.60991085e+02	1.60859283e+02
3.79619904e+02	8.46170227e-01	4.10385116e-01	1.27145556e+04	1.25570976e+04	1.28720136e+04	6.16644761e+03	4.21051925e+03	4.21051925e+03	4.04786637e+03	4.37303892e+03	1.62652874e+02	1.62519672e+02
3.80214233e+02	8.54176576e-01	4.14456226e-01	1.28348590e+04	1.26759112e+04	1.29938068e+04	6.22762011e+03	4.25402928e+03	4.25402928e+03	4.08983965e+03	4.41808450e+03	1.64189631e+02	1.64055226e+02
3.80808533e+02	8.61500134e-01	4.18277130e-01	1.29449028e+04	1.27845922e+04	1.31052134e+04	6.28503302e+03	4.29572126e+03	4.29572126e+03	4.13012709e+03	4.46117996e+03	1.65594176e+02	1.65458701e+02
3.81402802e+02	8.68327129e-01	4.21919777e-01	1.30474852e+04	1.28859042e+04	1.32090663e+04	6.33976745e+03	4.33616343e+03	4.33616343e+03	4.16926091e+03	4.50292951e+03	1.66902525e+02	1.66766075e+02
3.81997040e+02	8.74886066e-01	4.25499658e-01	1.31460399e+04	1.29832383e+04	1.33088414e+04	6.39355874e+03	4.37658387e+03	4.37658387e+03	4.20842532e+03	4.54460505e+03	1.68158545e+02	1.68021185e+02
3.82591217e+02	8.81578811e-01	4.29115404e-01	1.32466050e+04	1.30825581e+04	1.34106520e+04	6.44788895e+03	4.41710362e+03	4.41710362e+03	4.24766299e+03	4.58640595e+03	1.69440631e+02	1.69302331e+02
3.83185394e+02	8.88407333e-01	4.32699039e-01	1.33492104e+04	1.31838928e+04	1.35145280e+04	6.50173666e+03	4.45638735e+03	4.45638735e+03	4.28563737e+03	4.62699805e+03	1.70749985e+02	1.70610693e+02
3.83779541e+02	8.95607782e-01	4.36239801e-01	1.34574044e+04	1.32907469e+04	1.36240619e+04	6.55494015e+03	4.49316511e+03	4.49316511e+03	4.32103162e+03	4.66515820e+03	1.72133494e+02	1.71993083e+02
3.84373688e+02	9.02553026e-01	4.39707325e-01	1.35617636e+04	1.33938138e+04	1.37297135e+04	6.60704318e+03	4.52965915e+03	4.52965915e+03	4.35619180e+03	4.70298502e+03	1.73467343e+02	1.73325870e+02
3.84967773e+02	9.09055889e-01	4.43079116e-01	1.36594757e+04	1.34903157e+04	1.38286356e+04	6.65770772e+03	4.56627054e+03	4.56627054e+03	4.39155580e+03	4.74084285e+03	1.74714741e+02	1.74572310e+02
3.85561829e+02	9.15264582e-01	4.46229570e-01	1.37527675e+04	1.35824522e+04	1.39230828e+04	6.70504645e+03	4.59988301e+03	4.59988301e+03	4.42397648e+03	4.77564618e+03	1.75906530e+02	1.75763165e+02
3.86155853e+02	9.20960910e-01	4.49164916e-01	1.38383605e+04	1.36669853e+04	1.40097358e+04	6.74915295e+03	4.63159744e+03	4.63159744e+03	4.45459800e+03	4.80845266e+03	1.76999434e+02	1.76855225e+02
3.86749847e+02	9.26851135e-01	4.52291427e-01	1.39268671e+04	1.37543957e+04	1.40993384e+04	6.79613191e+03	4.66617206e+03	4.66617206e+03	4.48804361e+03	4.84415546e+03	1.78128451e+02	1.77983397e+02
3.87343811e+02	9.32770820e-01	4.55602100e-01	1.40158163e+04	1.38422434e+04	1.41893892e+04	6.84587810e+03	4.70420826e+03	4.70420826e+03	4.52494715e+03	4.88332351e+03	1.79261106e+02	1.79115254e+02
3.87937744e+02	9.38764444e-01	4.58864088e-01	1.41058765e+04	1.39311883e+04	1.42805647e+04	6.89489275e+03	4.74096254e+03	4.74096254e+03	4.56055355e+03	4.92122483e+03	1.80408981e+02	1.80262294e+02
3.88531677e+02	9.44597841e-01	4.61928096e-01	1.41935291e+04	1.40177554e+04	1.43693028e+04	6.94093253e+03	4.77457251e+03	4.77457251e+03	4.59304502e+03	4.95595247e+03	1.81527491e+02	1.81379958e+02
